medicine_id,snapshot_date,quantity_on_hand,quantity_dispensed,quantity_received,quantity_expired,unit_cost,pay_rate,days_to_expiry
3,2025-12-26,6,4,0,0,76.72,34,195
3,2025-12-27,37,1,32,0,76.72,34,196
3,2025-12-28,35,2,0,0,76.72,34,197
3,2025-12-29,32,3,0,0,76.72,34,198
3,2025-12-30,31,1,0,0,76.72,34,199
3,2025-12-31,28,3,0,0,76.72,34,200
3,2026-01-01,26,2,0,0,76.72,34,201
3,2026-01-02,23,3,0,0,76.72,34,202
3,2026-01-03,21,2,0,0,76.72,34,203
3,2026-01-04,19,2,0,0,76.72,34,204
3,2026-01-05,18,1,0,0,76.72,34,205
3,2026-01-06,16,2,0,0,76.72,34,206
3,2026-01-07,12,4,0,0,76.72,34,207
3,2026-01-08,8,4,0,0,76.72,34,208
3,2026-01-09,6,2,0,0,76.72,34,209
3,2026-01-10,5,1,0,0,76.72,34,210
3,2026-01-11,2,3,0,0,76.72,34,211
3,2026-01-12,0,2,0,0,76.72,34,212
3,2026-01-13,0,3,0,0,76.72,34,213
3,2026-01-14,0,4,0,0,76.72,34,214
3,2026-01-15,0,3,0,0,76.72,34,215
3,2026-01-16,0,3,0,0,76.72,34,216
3,2026-01-17,0,2,0,0,76.72,34,217
3,2026-01-18,0,2,0,0,76.72,34,218
3,2026-01-19,0,4,0,0,76.72,34,219
3,2026-01-20,0,4,0,0,76.72,34,220
3,2026-01-21,0,4,0,0,76.72,34,221
3,2026-01-22,0,4,0,0,76.72,34,222
3,2026-01-23,0,5,0,0,76.72,34,223
3,2026-01-24,0,2,0,0,76.72,34,224
3,2026-01-25,0,3,0,0,76.72,34,225
3,2026-01-26,0,2,0,0,76.72,34,226
3,2026-01-27,0,4,0,0,76.72,34,227
3,2026-01-28,0,3,0,0,76.72,34,228
3,2026-01-29,0,2,0,0,76.72,34,229
3,2026-01-30,31,3,34,0,76.72,34,230
3,2026-01-31,29,2,0,0,76.72,34,231
3,2026-02-01,26,3,0,0,76.72,34,232
3,2026-02-02,23,3,0,0,76.72,34,233
3,2026-02-03,21,2,0,0,76.72,34,234
3,2026-02-04,15,6,0,0,76.72,34,235
3,2026-02-05,13,2,0,0,76.72,34,236
3,2026-02-06,11,2,0,0,76.72,34,237
3,2026-02-07,9,2,0,0,76.72,34,238
3,2026-02-08,6,3,0,0,76.72,34,239
3,2026-02-09,2,4,0,0,76.72,34,240
3,2026-02-10,0,3,0,0,76.72,34,241
3,2026-02-11,0,4,0,0,76.72,34,242
3,2026-02-12,0,4,0,0,76.72,34,243
3,2026-02-13,0,2,0,0,76.72,34,244
3,2026-02-14,0,2,0,0,76.72,34,245
3,2026-02-15,0,1,0,0,76.72,34,246
3,2026-02-16,0,4,0,0,76.72,34,247
3,2026-02-17,0,4,0,0,76.72,34,248
3,2026-02-18,0,4,0,0,76.72,34,249
3,2026-02-19,0,3,0,0,76.72,34,250
3,2026-02-20,0,4,0,0,76.72,34,251
3,2026-02-21,0,3,0,0,76.72,34,252
3,2026-02-22,0,2,0,0,76.72,34,253
3,2026-02-23,0,4,0,0,76.72,34,254
3,2026-02-24,0,1,0,0,76.72,34,255
3,2026-02-25,0,2,0,0,76.72,34,256
3,2026-02-26,0,4,0,0,76.72,34,257
3,2026-02-27,53,3,56,0,76.72,34,258
3,2026-02-28,52,1,0,0,76.72,34,259
3,2026-03-01,51,1,0,0,76.72,34,260
3,2026-03-02,46,5,0,0,76.72,34,261
3,2026-03-03,42,4,0,0,76.72,34,262
3,2026-03-04,39,3,0,0,76.72,34,263
3,2026-03-05,36,3,0,0,76.72,34,264
3,2026-03-06,33,3,0,0,76.72,34,265
3,2026-03-07,30,3,0,0,76.72,34,266
3,2026-03-08,28,2,0,0,76.72,34,267
3,2026-03-09,24,4,0,0,76.72,34,268
3,2026-03-10,18,6,0,0,76.72,34,269
3,2026-03-11,13,5,0,0,76.72,34,270
3,2026-03-12,11,2,0,0,76.72,34,271
3,2026-03-13,7,4,0,0,76.72,34,272
3,2026-03-14,6,1,0,0,76.72,34,273
3,2026-03-15,4,2,0,0,76.72,34,274
3,2026-03-16,0,5,0,0,76.72,34,275
3,2026-03-17,0,2,0,0,76.72,34,276
3,2026-03-18,0,4,0,0,76.72,34,277
3,2026-03-19,0,3,0,0,76.72,34,278
3,2026-03-20,0,3,0,0,76.72,34,279
3,2026-03-21,48,3,51,0,76.72,34,280
4,2025-12-22,19,1,0,0,51.0,68,221
4,2025-12-23,18,1,0,0,51.0,68,222
4,2025-12-24,17,1,0,0,51.0,68,223
4,2025-12-25,17,0,0,0,51.0,68,224
4,2025-12-26,16,1,0,0,51.0,68,225
4,2025-12-27,16,0,0,0,51.0,68,226
4,2025-12-28,16,0,0,0,51.0,68,227
4,2025-12-29,16,0,0,0,51.0,68,228
4,2025-12-30,16,0,0,0,51.0,68,229
4,2025-12-31,15,1,0,0,51.0,68,230
4,2026-01-01,14,1,0,0,51.0,68,231
4,2026-01-02,13,1,0,0,51.0,68,232
4,2026-01-03,13,0,0,0,51.0,68,233
4,2026-01-04,13,0,0,0,51.0,68,234
4,2026-01-05,12,1,0,0,51.0,68,235
4,2026-01-06,11,1,0,0,51.0,68,236
4,2026-01-07,10,1,0,0,51.0,68,237
4,2026-01-08,9,1,0,0,51.0,68,238
4,2026-01-09,8,1,0,0,51.0,68,239
4,2026-01-10,8,0,0,0,51.0,68,240
4,2026-01-11,8,0,0,0,51.0,68,241
4,2026-01-12,7,1,0,0,51.0,68,242
4,2026-01-13,7,0,0,0,51.0,68,243
4,2026-01-14,7,0,0,0,51.0,68,244
4,2026-01-15,7,0,0,0,51.0,68,245
4,2026-01-16,6,1,0,0,51.0,68,246
4,2026-01-17,6,0,0,0,51.0,68,247
4,2026-01-18,6,0,0,0,51.0,68,248
4,2026-01-19,5,1,0,0,51.0,68,249
4,2026-01-20,5,0,0,0,51.0,68,250
4,2026-01-21,4,1,0,0,51.0,68,251
4,2026-01-22,3,1,0,0,51.0,68,252
4,2026-01-23,2,1,0,0,51.0,68,253
4,2026-01-24,2,0,0,0,51.0,68,254
4,2026-01-25,2,0,0,0,51.0,68,255
4,2026-01-26,2,0,0,0,51.0,68,256
4,2026-01-27,1,1,0,0,51.0,68,257
4,2026-01-28,1,0,0,0,51.0,68,258
4,2026-01-29,1,0,0,0,51.0,68,259
4,2026-01-30,1,0,0,0,51.0,68,260
4,2026-01-31,1,0,0,0,51.0,68,261
4,2026-02-01,1,0,0,0,51.0,68,262
4,2026-02-02,0,1,0,0,51.0,68,263
4,2026-02-03,0,1,0,0,51.0,68,264
4,2026-02-04,0,1,0,0,51.0,68,265
4,2026-02-05,0,0,0,0,51.0,68,266
4,2026-02-06,0,1,0,0,51.0,68,267
4,2026-02-07,0,1,0,0,51.0,68,268
4,2026-02-08,0,0,0,0,51.0,68,269
4,2026-02-09,0,0,0,0,51.0,68,270
4,2026-02-10,0,1,0,0,51.0,68,271
4,2026-02-11,0,1,0,0,51.0,68,272
4,2026-02-12,0,1,0,0,51.0,68,273
4,2026-02-13,0,1,0,0,51.0,68,274
4,2026-02-14,0,0,0,0,51.0,68,275
4,2026-02-15,0,0,0,0,51.0,68,276
4,2026-02-16,0,1,0,0,51.0,68,277
4,2026-02-17,0,1,0,0,51.0,68,278
4,2026-02-18,0,0,0,0,51.0,68,279
4,2026-02-19,0,1,0,0,51.0,68,280
4,2026-02-20,0,1,0,0,51.0,68,281
4,2026-02-21,0,0,0,0,51.0,68,282
4,2026-02-22,0,1,0,0,51.0,68,283
4,2026-02-23,0,1,0,0,51.0,68,284
4,2026-02-24,0,0,0,0,51.0,68,285
4,2026-02-25,0,1,0,0,51.0,68,286
4,2026-02-26,0,0,0,0,51.0,68,287
4,2026-02-27,0,1,0,0,51.0,68,288
4,2026-02-28,0,1,0,0,51.0,68,289
4,2026-03-01,0,0,0,0,51.0,68,290
4,2026-03-02,0,1,0,0,51.0,68,291
4,2026-03-03,0,1,0,0,51.0,68,292
4,2026-03-04,0,1,0,0,51.0,68,293
4,2026-03-05,0,1,0,0,51.0,68,294
4,2026-03-06,0,1,0,0,51.0,68,295
4,2026-03-07,0,0,0,0,51.0,68,296
4,2026-03-08,0,1,0,0,51.0,68,297
4,2026-03-09,0,1,0,0,51.0,68,298
4,2026-03-10,0,1,0,0,51.0,68,299
4,2026-03-11,0,0,0,0,51.0,68,300
4,2026-03-12,0,1,0,0,51.0,68,301
4,2026-03-13,0,1,0,0,51.0,68,302
4,2026-03-14,0,0,0,0,51.0,68,303
4,2026-03-15,0,0,0,0,51.0,68,304
4,2026-03-16,0,0,0,0,51.0,68,305
4,2026-03-17,0,1,0,0,51.0,68,306
4,2026-03-18,0,1,0,0,51.0,68,307
4,2026-03-19,0,1,0,0,51.0,68,308
4,2026-03-20,0,1,0,0,51.0,68,309
4,2026-03-21,34,0,34,0,51.0,68,310
5,2025-12-22,19,1,0,0,31.2,39,231
5,2025-12-23,18,1,0,0,31.2,39,232
5,2025-12-24,17,1,0,0,31.2,39,233
5,2025-12-25,16,1,0,0,31.2,39,234
5,2025-12-26,15,1,0,0,31.2,39,235
5,2025-12-27,15,0,0,0,31.2,39,236
5,2025-12-28,14,1,0,0,31.2,39,237
5,2025-12-29,13,1,0,0,31.2,39,238
5,2025-12-30,12,1,0,0,31.2,39,239
5,2025-12-31,60,0,48,0,31.2,39,240
5,2026-01-01,59,1,0,0,31.2,39,241
5,2026-01-02,58,1,0,0,31.2,39,242
5,2026-01-03,57,1,0,0,31.2,39,243
5,2026-01-04,57,0,0,0,31.2,39,244
5,2026-01-05,56,1,0,0,31.2,39,245
5,2026-01-06,55,1,0,0,31.2,39,246
5,2026-01-07,54,1,0,0,31.2,39,247
5,2026-01-08,83,0,29,0,31.2,39,248
5,2026-01-09,82,1,0,0,31.2,39,249
5,2026-01-10,82,0,0,0,31.2,39,250
5,2026-01-11,81,1,0,0,31.2,39,251
5,2026-01-12,80,1,0,0,31.2,39,252
5,2026-01-13,79,1,0,0,31.2,39,253
5,2026-01-14,78,1,0,0,31.2,39,254
5,2026-01-15,78,0,0,0,31.2,39,255
5,2026-01-16,77,1,0,0,31.2,39,256
5,2026-01-17,77,0,0,0,31.2,39,257
5,2026-01-18,77,0,0,0,31.2,39,258
5,2026-01-19,77,0,0,0,31.2,39,259
5,2026-01-20,77,0,0,0,31.2,39,260
5,2026-01-21,76,1,0,0,31.2,39,261
5,2026-01-22,75,1,0,0,31.2,39,262
5,2026-01-23,134,1,60,0,31.2,39,263
5,2026-01-24,134,0,0,0,31.2,39,264
5,2026-01-25,134,0,0,0,31.2,39,265
5,2026-01-26,173,1,40,0,31.2,39,266
5,2026-01-27,172,1,0,0,31.2,39,267
5,2026-01-28,171,1,0,0,31.2,39,268
5,2026-01-29,170,1,0,0,31.2,39,269
5,2026-01-30,169,1,0,0,31.2,39,270
5,2026-01-31,168,1,0,0,31.2,39,271
5,2026-02-01,167,1,0,0,31.2,39,272
5,2026-02-02,166,1,0,0,31.2,39,273
5,2026-02-03,165,1,0,0,31.2,39,274
5,2026-02-04,164,1,0,0,31.2,39,275
5,2026-02-05,163,1,0,0,31.2,39,276
5,2026-02-06,162,1,0,0,31.2,39,277
5,2026-02-07,162,0,0,0,31.2,39,278
5,2026-02-08,162,0,0,0,31.2,39,279
5,2026-02-09,161,1,0,0,31.2,39,280
5,2026-02-10,160,1,0,0,31.2,39,281
5,2026-02-11,159,1,0,0,31.2,39,282
5,2026-02-12,158,1,0,0,31.2,39,283
5,2026-02-13,157,1,0,0,31.2,39,284
5,2026-02-14,157,0,0,0,31.2,39,285
5,2026-02-15,156,1,0,0,31.2,39,286
5,2026-02-16,155,1,0,0,31.2,39,287
5,2026-02-17,154,1,0,0,31.2,39,288
5,2026-02-18,153,1,0,0,31.2,39,289
5,2026-02-19,152,1,0,0,31.2,39,290
5,2026-02-20,151,1,0,0,31.2,39,291
5,2026-02-21,151,0,0,0,31.2,39,292
5,2026-02-22,150,1,0,0,31.2,39,293
5,2026-02-23,149,1,0,0,31.2,39,294
5,2026-02-24,149,0,0,0,31.2,39,295
5,2026-02-25,149,0,0,0,31.2,39,296
5,2026-02-26,176,1,28,0,31.2,39,297
5,2026-02-27,175,1,0,0,31.2,39,298
5,2026-02-28,174,1,0,0,31.2,39,299
5,2026-03-01,206,0,32,0,31.2,39,300
5,2026-03-02,205,1,0,0,31.2,39,301
5,2026-03-03,204,1,0,0,31.2,39,302
5,2026-03-04,203,1,0,0,31.2,39,303
5,2026-03-05,202,1,0,0,31.2,39,304
5,2026-03-06,201,1,0,0,31.2,39,305
5,2026-03-07,201,0,0,0,31.2,39,306
5,2026-03-08,200,1,0,0,31.2,39,307
5,2026-03-09,199,1,0,0,31.2,39,308
5,2026-03-10,198,1,0,0,31.2,39,309
5,2026-03-11,197,1,0,0,31.2,39,310
5,2026-03-12,196,1,0,0,31.2,39,311
5,2026-03-13,195,1,0,0,31.2,39,312
5,2026-03-14,195,0,0,0,31.2,39,313
5,2026-03-15,194,1,0,0,31.2,39,314
5,2026-03-16,193,1,0,0,31.2,39,315
5,2026-03-17,193,0,0,0,31.2,39,316
5,2026-03-18,192,1,0,0,31.2,39,317
5,2026-03-19,191,1,0,0,31.2,39,318
5,2026-03-20,190,1,0,0,31.2,39,319
5,2026-03-21,236,0,46,0,31.2,39,320
6,2025-12-22,20,0,0,0,33.44,38,201
6,2025-12-23,19,1,0,0,33.44,38,202
6,2025-12-24,19,0,0,0,33.44,38,203
6,2025-12-25,19,0,0,0,33.44,38,204
6,2025-12-26,19,0,0,0,33.44,38,205
6,2025-12-27,67,0,48,0,33.44,38,206
6,2025-12-28,67,0,0,0,33.44,38,207
6,2025-12-29,67,0,0,0,33.44,38,208
6,2025-12-30,67,0,0,0,33.44,38,209
6,2025-12-31,67,0,0,0,33.44,38,210
6,2026-01-01,67,0,0,0,33.44,38,211
6,2026-01-02,67,0,0,0,33.44,38,212
6,2026-01-03,67,0,0,0,33.44,38,213
6,2026-01-04,67,0,0,0,33.44,38,214
6,2026-01-05,67,0,0,0,33.44,38,215
6,2026-01-06,67,0,0,0,33.44,38,216
6,2026-01-07,66,1,0,0,33.44,38,217
6,2026-01-08,66,0,0,0,33.44,38,218
6,2026-01-09,66,0,0,0,33.44,38,219
6,2026-01-10,66,0,0,0,33.44,38,220
6,2026-01-11,66,0,0,0,33.44,38,221
6,2026-01-12,65,1,0,0,33.44,38,222
6,2026-01-13,65,0,0,0,33.44,38,223
6,2026-01-14,65,0,0,0,33.44,38,224
6,2026-01-15,64,1,0,0,33.44,38,225
6,2026-01-16,64,0,0,0,33.44,38,226
6,2026-01-17,64,0,0,0,33.44,38,227
6,2026-01-18,64,0,0,0,33.44,38,228
6,2026-01-19,64,0,0,0,33.44,38,229
6,2026-01-20,64,0,0,0,33.44,38,230
6,2026-01-21,64,0,0,0,33.44,38,231
6,2026-01-22,64,0,0,0,33.44,38,232
6,2026-01-23,64,0,0,0,33.44,38,233
6,2026-01-24,64,0,0,0,33.44,38,234
6,2026-01-25,64,0,0,0,33.44,38,235
6,2026-01-26,64,0,0,0,33.44,38,236
6,2026-01-27,64,0,0,0,33.44,38,237
6,2026-01-28,64,0,0,0,33.44,38,238
6,2026-01-29,64,0,0,0,33.44,38,239
6,2026-01-30,64,0,0,0,33.44,38,240
6,2026-01-31,64,0,0,0,33.44,38,241
6,2026-02-01,64,0,0,0,33.44,38,242
6,2026-02-02,64,0,0,0,33.44,38,243
6,2026-02-03,63,1,0,0,33.44,38,244
6,2026-02-04,63,0,0,0,33.44,38,245
6,2026-02-05,63,0,0,0,33.44,38,246
6,2026-02-06,63,0,0,0,33.44,38,247
6,2026-02-07,63,0,0,0,33.44,38,248
6,2026-02-08,63,0,0,0,33.44,38,249
6,2026-02-09,63,0,0,0,33.44,38,250
6,2026-02-10,63,0,0,0,33.44,38,251
6,2026-02-11,63,0,0,0,33.44,38,252
6,2026-02-12,63,0,0,0,33.44,38,253
6,2026-02-13,63,0,0,0,33.44,38,254
6,2026-02-14,63,0,0,0,33.44,38,255
6,2026-02-15,63,0,0,0,33.44,38,256
6,2026-02-16,63,0,0,0,33.44,38,257
6,2026-02-17,63,0,0,0,33.44,38,258
6,2026-02-18,63,0,0,0,33.44,38,259
6,2026-02-19,62,1,0,0,33.44,38,260
6,2026-02-20,61,1,0,0,33.44,38,261
6,2026-02-21,61,0,0,0,33.44,38,262
6,2026-02-22,61,0,0,0,33.44,38,263
6,2026-02-23,61,0,0,0,33.44,38,264
6,2026-02-24,61,0,0,0,33.44,38,265
6,2026-02-25,61,0,0,0,33.44,38,266
6,2026-02-26,61,0,0,0,33.44,38,267
6,2026-02-27,61,0,0,0,33.44,38,268
6,2026-02-28,61,0,0,0,33.44,38,269
6,2026-03-01,61,0,0,0,33.44,38,270
6,2026-03-02,61,0,0,0,33.44,38,271
6,2026-03-03,60,1,0,0,33.44,38,272
6,2026-03-04,60,0,0,0,33.44,38,273
6,2026-03-05,60,0,0,0,33.44,38,274
6,2026-03-06,59,1,0,0,33.44,38,275
6,2026-03-07,59,0,0,0,33.44,38,276
6,2026-03-08,59,0,0,0,33.44,38,277
6,2026-03-09,59,0,0,0,33.44,38,278
6,2026-03-10,59,0,0,0,33.44,38,279
6,2026-03-11,58,1,0,0,33.44,38,280
6,2026-03-12,58,0,0,0,33.44,38,281
6,2026-03-13,58,0,0,0,33.44,38,282
6,2026-03-14,58,0,0,0,33.44,38,283
6,2026-03-15,58,0,0,0,33.44,38,284
6,2026-03-16,58,0,0,0,33.44,38,285
6,2026-03-17,58,0,0,0,33.44,38,286
6,2026-03-18,58,0,0,0,33.44,38,287
6,2026-03-19,58,0,0,0,33.44,38,288
6,2026-03-20,57,1,0,0,33.44,38,289
6,2026-03-21,90,0,33,0,33.44,38,290
7,2025-12-22,20,0,0,0,37.84,43,206
7,2025-12-23,19,1,0,0,37.84,43,207
7,2025-12-24,19,0,0,0,37.84,43,208
7,2025-12-25,18,1,0,0,37.84,43,209
7,2025-12-26,18,0,0,0,37.84,43,210
7,2025-12-27,18,0,0,0,37.84,43,211
7,2025-12-28,18,0,0,0,37.84,43,212
7,2025-12-29,18,0,0,0,37.84,43,213
7,2025-12-30,18,0,0,0,37.84,43,214
7,2025-12-31,77,0,59,0,37.84,43,215
7,2026-01-01,77,0,0,0,37.84,43,216
7,2026-01-02,76,1,0,0,37.84,43,217
7,2026-01-03,76,0,0,0,37.84,43,218
7,2026-01-04,76,0,0,0,37.84,43,219
