medicine_id,quantity_dispensed,unit_cost_at_time,pay_rate_at_time,profit_per_unit,total_profit,dispensed_at,trade_name,company,category
1,1,82.5,55,-27.5,-27.5,2026-02-10,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-11,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-12,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-13,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-15,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-16,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-17,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-18,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-19,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-20,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-25,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-02-26,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-02,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-03,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-04,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-05,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-06,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-09,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-10,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-11,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-12,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-13,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-15,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-16,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-17,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-18,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-19,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-20,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
1,1,82.5,55,-27.5,-27.5,2026-03-21,ACETYLCISTEINE 200GM 10SACHETS,SEDICO,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-22,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2025-12-23,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-24,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2025-12-25,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-26,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-27,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-28,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2025-12-29,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-30,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2025-12-31,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-01,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-02,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-03,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-04,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-05,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-06,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-07,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-08,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-09,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-10,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-11,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-12,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-13,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-14,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-16,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-17,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-18,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-19,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-20,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-21,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-22,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-23,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-24,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-25,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-26,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-27,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-01-28,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-29,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-30,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-01-31,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-01,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-02,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-03,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-04,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-05,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,3,128.0,80,-48.0,-144.0,2026-02-06,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-07,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-08,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-09,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-10,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-11,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-12,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-13,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-14,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-16,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-17,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-18,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-19,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-20,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-22,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-23,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-24,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-25,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-02-26,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-27,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-02-28,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-01,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-02,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-03,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-04,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-05,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-07,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-08,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-09,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-10,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-11,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-12,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,3,128.0,80,-48.0,-144.0,2026-03-13,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-14,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-15,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-16,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-17,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-18,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,1,128.0,80,-48.0,-48.0,2026-03-19,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-20,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
2,2,128.0,80,-48.0,-96.0,2026-03-21,ACETYLCYSTEINE VITA C,Pharmaoverseas,SACHETS + GRANULES
3,2,76.72,34,-42.72,-85.44,2025-12-22,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2025-12-23,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2025-12-24,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2025-12-25,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2025-12-26,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,1,76.72,34,-42.72,-42.72,2025-12-27,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2025-12-28,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2025-12-29,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,1,76.72,34,-42.72,-42.72,2025-12-30,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2025-12-31,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-01,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-02,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-03,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-04,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,1,76.72,34,-42.72,-42.72,2026-01-05,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-06,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-07,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-08,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-09,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,1,76.72,34,-42.72,-42.72,2026-01-10,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-11,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-12,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-13,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-14,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-15,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-16,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-17,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-18,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-19,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-20,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-21,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-22,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,5,76.72,34,-42.72,-213.6,2026-01-23,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-24,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-25,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-26,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-01-27,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-28,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-29,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-01-30,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-01-31,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-01,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-02,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-03,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,6,76.72,34,-42.72,-256.32,2026-02-04,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-05,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-06,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-07,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-08,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-09,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-10,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-11,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-12,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-13,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,2,76.72,34,-42.72,-85.44,2026-02-14,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,1,76.72,34,-42.72,-42.72,2026-02-15,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-16,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-17,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-18,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-19,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,4,76.72,34,-42.72,-170.88,2026-02-20,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
3,3,76.72,34,-42.72,-128.16,2026-02-21,ACHTENON 2MG 20TAB,Pharmaoverseas,TABLETS + CAPSULES
